user_id,event_desc,user_behavior,created_time
Participant-75,llm_expertise,4,2024-08-22 08:27:33.887
Participant-146,llm_expertise,2,2024-08-21 08:42:37.519
Participant-146,assistant_expertise,4,2024-08-21 08:42:37.530
Participant-215,llm_expertise,4,2024-08-21 08:49:03.839
Participant-215,assistant_expertise,3,2024-08-21 08:49:03.844
Participant-39,llm_expertise,4,2024-08-21 08:50:31.630
Participant-39,assistant_expertise,5,2024-08-21 08:50:31.634
Participant-149,llm_expertise,4,2024-08-21 08:59:01.383
Participant-149,assistant_expertise,4,2024-08-21 08:59:01.389
Participant-146,mental_demand,5,2024-08-21 09:07:21.520
Participant-146,physical_demand,-2,2024-08-21 09:07:21.528
Participant-146,temporal_demand,-2,2024-08-21 09:07:21.535
Participant-146,performance,1,2024-08-21 09:07:21.542
Participant-146,effort,2,2024-08-21 09:07:21.549
Participant-146,frustration,2,2024-08-21 09:07:21.556
Participant-215,mental_demand,5,2024-08-21 09:09:09.232
Participant-215,physical_demand,2,2024-08-21 09:09:09.237
Participant-215,temporal_demand,-3,2024-08-21 09:09:09.241
Participant-215,performance,-2,2024-08-21 09:09:09.245
Participant-215,effort,3,2024-08-21 09:09:09.249
Participant-215,frustration,-2,2024-08-21 09:09:09.253
Participant-160,llm_expertise,3,2024-08-21 09:11:37.297
Participant-160,assistant_expertise,2,2024-08-21 09:11:37.303
Participant-184,llm_expertise,4,2024-08-21 09:25:10.805
Participant-184,assistant_expertise,4,2024-08-21 09:25:10.811
Participant-149,mental_demand,5,2024-08-21 09:37:39.987
Participant-149,physical_demand,-7,2024-08-21 09:37:39.992
Participant-149,temporal_demand,-5,2024-08-21 09:37:39.996
Participant-149,performance,3,2024-08-21 09:37:40.000
Participant-149,effort,2,2024-08-21 09:37:40.005
Participant-149,frustration,-2,2024-08-21 09:37:40.009
Participant-39,mental_demand,7,2024-08-21 09:40:00.456
Participant-39,physical_demand,-7,2024-08-21 09:40:00.462
Participant-39,temporal_demand,-6,2024-08-21 09:40:00.466
Participant-39,performance,-6,2024-08-21 09:40:00.471
Participant-39,effort,7,2024-08-21 09:40:00.475
Participant-39,frustration,2,2024-08-21 09:40:00.480
Participant-218,llm_expertise,5,2024-08-21 09:40:56.998
Participant-218,assistant_expertise,5,2024-08-21 09:40:57.011
Participant-219,llm_expertise,4,2024-08-21 09:48:25.578
Participant-219,assistant_expertise,2,2024-08-21 09:48:25.583
Participant-184,mental_demand,6,2024-08-21 10:04:48.179
Participant-184,physical_demand,1,2024-08-21 10:04:48.184
Participant-184,temporal_demand,-5,2024-08-21 10:04:48.188
Participant-184,performance,-5,2024-08-21 10:04:48.193
Participant-184,effort,2,2024-08-21 10:04:48.197
Participant-184,frustration,-3,2024-08-21 10:04:48.201
Participant-218,mental_demand,4,2024-08-21 10:08:22.207
Participant-218,physical_demand,-2,2024-08-21 10:08:22.212
Participant-218,temporal_demand,-6,2024-08-21 10:08:22.216
Participant-218,performance,5,2024-08-21 10:08:22.220
Participant-218,effort,4,2024-08-21 10:08:22.224
Participant-218,frustration,5,2024-08-21 10:08:22.228
Participant-18,llm_expertise,3,2024-08-21 10:11:29.726
Participant-18,assistant_expertise,2,2024-08-21 10:11:29.730
Participant-219,mental_demand,2,2024-08-21 10:14:27.046
Participant-219,physical_demand,2,2024-08-21 10:14:27.051
Participant-219,temporal_demand,1,2024-08-21 10:14:27.056
Participant-219,performance,7,2024-08-21 10:14:27.061
Participant-219,effort,-4,2024-08-21 10:14:27.066
Participant-219,frustration,-7,2024-08-21 10:14:27.071
Participant-90,llm_expertise,2,2024-08-21 10:19:59.343
Participant-90,assistant_expertise,1,2024-08-21 10:19:59.348
Participant-160,mental_demand,-5,2024-08-21 10:20:18.856
Participant-160,physical_demand,-7,2024-08-21 10:20:18.861
Participant-160,temporal_demand,-5,2024-08-21 10:20:18.865
Participant-160,performance,-7,2024-08-21 10:20:18.869
Participant-160,effort,-3,2024-08-21 10:20:18.874
Participant-160,frustration,-5,2024-08-21 10:20:18.879
Participant-29,llm_expertise,3,2024-08-21 10:23:21.371
Participant-29,assistant_expertise,2,2024-08-21 10:23:21.376
Participant-145,llm_expertise,5,2024-08-21 10:29:11.220
Participant-145,assistant_expertise,3,2024-08-21 10:29:11.225
Participant-18,mental_demand,5,2024-08-21 10:40:52.414
Participant-18,physical_demand,-7,2024-08-21 10:40:52.419
Participant-18,temporal_demand,-1,2024-08-21 10:40:52.424
Participant-18,performance,-3,2024-08-21 10:40:52.428
Participant-18,effort,-5,2024-08-21 10:40:52.432
Participant-18,frustration,-7,2024-08-21 10:40:52.436
Participant-29,mental_demand,-1,2024-08-21 10:44:29.272
Participant-29,physical_demand,-7,2024-08-21 10:44:29.277
Participant-29,temporal_demand,-5,2024-08-21 10:44:29.282
Participant-29,performance,-4,2024-08-21 10:44:29.286
Participant-29,effort,-3,2024-08-21 10:44:29.290
Participant-29,frustration,-2,2024-08-21 10:44:29.300
Participant-14,llm_expertise,3,2024-08-21 10:47:42.705
Participant-14,assistant_expertise,1,2024-08-21 10:47:42.709
Participant-100,llm_expertise,4,2024-08-21 10:49:13.047
Participant-100,assistant_expertise,3,2024-08-21 10:49:13.052
Participant-90,mental_demand,3,2024-08-21 11:02:32.570
Participant-90,physical_demand,-6,2024-08-21 11:02:32.577
Participant-90,temporal_demand,-1,2024-08-21 11:02:32.583
Participant-90,performance,5,2024-08-21 11:02:32.597
Participant-90,effort,-5,2024-08-21 11:02:32.603
Participant-90,frustration,1,2024-08-21 11:02:32.609
Participant-14,mental_demand,-5,2024-08-21 11:04:09.565
Participant-14,physical_demand,-5,2024-08-21 11:04:09.573
Participant-14,temporal_demand,-6,2024-08-21 11:04:09.578
Participant-14,performance,-6,2024-08-21 11:04:09.582
Participant-14,effort,-6,2024-08-21 11:04:09.587
Participant-14,frustration,-6,2024-08-21 11:04:09.591
Participant-145,mental_demand,-1,2024-08-21 11:04:37.889
Participant-145,physical_demand,-4,2024-08-21 11:04:37.893
Participant-145,temporal_demand,-3,2024-08-21 11:04:37.898
Participant-145,performance,-6,2024-08-21 11:04:37.902
Participant-145,effort,3,2024-08-21 11:04:37.906
Participant-145,frustration,-7,2024-08-21 11:04:37.911
Participant-58,llm_expertise,5,2024-08-21 11:05:31.307
Participant-58,assistant_expertise,4,2024-08-21 11:05:31.312
Participant-69,llm_expertise,5,2024-08-21 11:06:31.959
Participant-69,assistant_expertise,4,2024-08-21 11:06:31.964
Participant-69,mental_demand,-4,2024-08-21 11:28:58.388
Participant-69,physical_demand,-7,2024-08-21 11:28:58.394
Participant-69,temporal_demand,-4,2024-08-21 11:28:58.398
Participant-69,performance,-7,2024-08-21 11:28:58.403
Participant-69,effort,-6,2024-08-21 11:28:58.407
Participant-69,frustration,-6,2024-08-21 11:28:58.412
Participant-91,llm_expertise,5,2024-08-21 11:38:38.579
Participant-91,assistant_expertise,3,2024-08-21 11:38:38.583
Participant-100,mental_demand,2,2024-08-21 11:38:45.314
Participant-100,physical_demand,-5,2024-08-21 11:38:45.319
Participant-100,temporal_demand,-5,2024-08-21 11:38:45.324
Participant-100,performance,3,2024-08-21 11:38:45.328
Participant-100,effort,1,2024-08-21 11:38:45.333
Participant-100,frustration,-1,2024-08-21 11:38:45.337
Participant-98,llm_expertise,5,2024-08-21 11:44:29.928
Participant-98,assistant_expertise,5,2024-08-21 11:44:29.932
Participant-10,llm_expertise,3,2024-08-21 11:44:35.698
Participant-10,assistant_expertise,3,2024-08-21 11:44:35.703
Participant-58,mental_demand,7,2024-08-21 11:51:54.942
Participant-58,physical_demand,-5,2024-08-21 11:51:54.949
Participant-58,temporal_demand,-4,2024-08-21 11:51:54.956
Participant-58,performance,-7,2024-08-21 11:51:54.961
Participant-58,effort,7,2024-08-21 11:51:54.966
Participant-58,frustration,1,2024-08-21 11:51:54.971
Participant-203,llm_expertise,4,2024-08-21 11:56:15.711
Participant-203,assistant_expertise,4,2024-08-21 11:56:15.716
Participant-98,mental_demand,7,2024-08-21 11:56:37.365
Participant-98,physical_demand,6,2024-08-21 11:56:37.369
Participant-98,temporal_demand,6,2024-08-21 11:56:37.374
Participant-98,performance,2,2024-08-21 11:56:37.378
Participant-98,effort,3,2024-08-21 11:56:37.382
Participant-98,frustration,4,2024-08-21 11:56:37.386
Participant-91,mental_demand,-2,2024-08-21 11:57:18.741
Participant-91,physical_demand,-4,2024-08-21 11:57:18.745
Participant-91,temporal_demand,-4,2024-08-21 11:57:18.750
Participant-91,performance,-6,2024-08-21 11:57:18.754
Participant-91,effort,-5,2024-08-21 11:57:18.758
Participant-91,frustration,-7,2024-08-21 11:57:18.762
Participant-30,llm_expertise,4,2024-08-21 12:00:55.372
Participant-30,assistant_expertise,3,2024-08-21 12:00:55.377
Participant-28,llm_expertise,4,2024-08-21 12:07:02.688
Participant-28,assistant_expertise,3,2024-08-21 12:07:02.693
Participant-10,mental_demand,1,2024-08-21 12:07:25.824
Participant-10,physical_demand,-6,2024-08-21 12:07:25.829
Participant-10,temporal_demand,-5,2024-08-21 12:07:25.833
Participant-10,performance,-1,2024-08-21 12:07:25.837
Participant-10,effort,-4,2024-08-21 12:07:25.841
Participant-10,frustration,1,2024-08-21 12:07:25.845
Participant-107,llm_expertise,5,2024-08-21 12:23:39.955
Participant-107,assistant_expertise,5,2024-08-21 12:23:39.960
Participant-203,mental_demand,-4,2024-08-21 12:31:00.562
Participant-203,physical_demand,-7,2024-08-21 12:31:00.568
Participant-203,temporal_demand,-6,2024-08-21 12:31:00.573
Participant-203,performance,-6,2024-08-21 12:31:00.578
Participant-203,effort,-5,2024-08-21 12:31:00.584
Participant-203,frustration,-7,2024-08-21 12:31:00.589
Participant-30,mental_demand,4,2024-08-21 12:33:12.996
Participant-30,physical_demand,3,2024-08-21 12:33:13.001
Participant-30,temporal_demand,-2,2024-08-21 12:33:13.006
Participant-30,performance,-6,2024-08-21 12:33:13.010
Participant-30,effort,2,2024-08-21 12:33:13.015
Participant-30,frustration,-7,2024-08-21 12:33:13.020
Participant-107,mental_demand,-4,2024-08-21 12:53:15.198
Participant-107,physical_demand,-7,2024-08-21 12:53:15.203
Participant-107,temporal_demand,-4,2024-08-21 12:53:15.207
Participant-107,performance,-7,2024-08-21 12:53:15.211
Participant-107,effort,1,2024-08-21 12:53:15.215
Participant-107,frustration,-7,2024-08-21 12:53:15.220
Participant-6,llm_expertise,4,2024-08-21 12:55:36.294
Participant-6,assistant_expertise,4,2024-08-21 12:55:36.303
Participant-6,mental_demand,5,2024-08-21 13:17:40.212
Participant-6,physical_demand,-7,2024-08-21 13:17:40.217
Participant-6,temporal_demand,-6,2024-08-21 13:17:40.308
Participant-6,performance,-5,2024-08-21 13:17:40.413
Participant-6,effort,4,2024-08-21 13:17:40.426
Participant-6,frustration,-5,2024-08-21 13:17:40.436
Participant-229,llm_expertise,4,2024-08-21 13:36:11.560
Participant-229,assistant_expertise,3,2024-08-21 13:36:11.566
Participant-241,llm_expertise,4,2024-08-21 13:43:46.978
Participant-241,assistant_expertise,4,2024-08-21 13:43:46.983
Participant-28,mental_demand,2,2024-08-21 13:48:31.608
Participant-28,physical_demand,1,2024-08-21 13:48:31.613
Participant-28,temporal_demand,2,2024-08-21 13:48:31.617
Participant-28,performance,-6,2024-08-21 13:48:31.621
Participant-28,effort,1,2024-08-21 13:48:31.625
Participant-28,frustration,-7,2024-08-21 13:48:31.629
Participant-86,llm_expertise,5,2024-08-21 13:49:39.459
Participant-86,assistant_expertise,5,2024-08-21 13:49:39.464
Participant-229,mental_demand,-6,2024-08-21 13:55:55.946
Participant-229,physical_demand,-7,2024-08-21 13:55:55.966
Participant-229,temporal_demand,-6,2024-08-21 13:55:55.986
Participant-229,performance,-6,2024-08-21 13:55:56.019
Participant-229,effort,-5,2024-08-21 13:55:56.038
Participant-229,frustration,-5,2024-08-21 13:55:56.044
Participant-241,mental_demand,-2,2024-08-21 14:22:26.512
Participant-241,physical_demand,-7,2024-08-21 14:22:26.517
Participant-241,temporal_demand,-5,2024-08-21 14:22:26.522
Participant-241,performance,-5,2024-08-21 14:22:26.526
Participant-241,effort,4,2024-08-21 14:22:26.531
Participant-241,frustration,-5,2024-08-21 14:22:26.536
Participant-144,llm_expertise,3,2024-08-21 14:26:07.569
Participant-144,assistant_expertise,3,2024-08-21 14:26:07.574
Participant-222,llm_expertise,4,2024-08-21 14:27:51.359
Participant-151,assistant_expertise,4,2024-08-22 00:58:07.955
Participant-36,physical_demand,-7,2024-08-22 00:59:48.707
Participant-144,physical_demand,-6,2024-08-21 14:44:24.435
Participant-144,performance,1,2024-08-21 14:44:24.444
Participant-144,frustration,2,2024-08-21 14:44:24.453
Participant-86,physical_demand,4,2024-08-21 14:50:28.924
Participant-86,performance,-5,2024-08-21 14:50:28.933
Participant-86,frustration,-3,2024-08-21 14:50:28.942
Participant-112,assistant_expertise,4,2024-08-21 14:58:17.109
Participant-222,mental_demand,2,2024-08-21 15:00:48.075
Participant-222,temporal_demand,-5,2024-08-21 15:00:48.085
Participant-222,effort,3,2024-08-21 15:00:48.095
Participant-188,assistant_expertise,5,2024-08-21 15:09:09.796
Participant-36,performance,-3,2024-08-22 00:59:48.716
Participant-36,frustration,1,2024-08-22 00:59:48.724
Participant-51,llm_expertise,3,2024-08-22 01:00:53.153
Participant-12,assistant_expertise,3,2024-08-22 01:04:20.402
Participant-115,mental_demand,3,2024-08-22 01:13:23.679
Participant-115,temporal_demand,-1,2024-08-22 01:13:23.688
Participant-115,effort,3,2024-08-22 01:13:23.696
Participant-207,assistant_expertise,1,2024-08-22 01:19:22.852
Participant-51,physical_demand,-1,2024-08-22 01:28:31.967
Participant-51,performance,-1,2024-08-22 01:28:31.975
Participant-51,frustration,-1,2024-08-22 01:28:31.983
Participant-195,llm_expertise,3,2024-08-22 01:38:23.675
Participant-166,physical_demand,6,2024-08-22 01:44:38.689
Participant-166,performance,-4,2024-08-22 01:44:38.697
Participant-166,frustration,-6,2024-08-22 01:44:38.705
Participant-191,llm_expertise,5,2024-08-22 01:45:49.968
Participant-151,mental_demand,2,2024-08-22 01:48:24.994
Participant-151,temporal_demand,-2,2024-08-22 01:48:25.003
Participant-151,effort,7,2024-08-22 01:48:25.011
Participant-140,mental_demand,5,2024-08-22 01:48:54.323
Participant-140,temporal_demand,2,2024-08-22 01:48:54.332
Participant-140,effort,3,2024-08-22 01:48:54.341
Participant-106,llm_expertise,2,2024-08-22 01:49:00.753
Participant-196,assistant_expertise,3,2024-08-22 02:03:28.357
Participant-191,physical_demand,4,2024-08-22 02:05:26.228
Participant-191,performance,-7,2024-08-22 02:05:26.236
Participant-191,frustration,-7,2024-08-22 02:05:26.244
Participant-207,mental_demand,7,2024-08-22 02:14:09.585
Participant-207,temporal_demand,-7,2024-08-22 02:14:09.594
Participant-207,effort,3,2024-08-22 02:14:09.602
Participant-170,assistant_expertise,1,2024-08-22 02:14:32.818
Participant-195,physical_demand,-5,2024-08-22 02:15:30.404
Participant-195,performance,5,2024-08-22 02:15:30.431
Participant-195,frustration,1,2024-08-22 02:15:30.441
Participant-63,assistant_expertise,3,2024-08-22 02:19:42.268
Participant-247,llm_expertise,4,2024-08-22 08:43:59.955
Participant-7,llm_expertise,3,2024-08-22 02:13:56.522
Participant-126,assistant_expertise,4,2024-08-22 02:17:19.502
Participant-74,assistant_expertise,2,2024-08-22 08:28:53.676
Participant-82,assistant_expertise,3,2024-08-22 08:30:02.972
Participant-96,physical_demand,-6,2024-08-22 08:38:32.415
Participant-96,performance,5,2024-08-22 08:38:32.424
Participant-96,frustration,-6,2024-08-22 08:38:32.432
Participant-74,mental_demand,4,2024-08-22 08:42:29.591
Participant-74,temporal_demand,-7,2024-08-22 08:42:29.600
Participant-74,effort,3,2024-08-22 08:42:29.609
Participant-119,assistant_expertise,3,2024-08-23 02:05:03.757
Participant-222,assistant_expertise,4,2024-08-21 14:27:51.366
Participant-187,llm_expertise,5,2024-08-22 02:29:54.888
Participant-106,mental_demand,5,2024-08-22 02:30:35.488
Participant-144,mental_demand,5,2024-08-21 14:44:24.430
Participant-144,temporal_demand,-4,2024-08-21 14:44:24.440
Participant-144,effort,-4,2024-08-21 14:44:24.448
Participant-86,mental_demand,3,2024-08-21 14:50:28.919
Participant-86,temporal_demand,-2,2024-08-21 14:50:28.929
Participant-86,effort,-1,2024-08-21 14:50:28.937
Participant-112,llm_expertise,3,2024-08-21 14:58:17.099
Participant-222,physical_demand,3,2024-08-21 15:00:48.080
Participant-222,performance,3,2024-08-21 15:00:48.090
Participant-222,frustration,-5,2024-08-21 15:00:48.100
Participant-188,llm_expertise,5,2024-08-21 15:09:09.791
Participant-112,mental_demand,4,2024-08-21 15:41:16.342
Participant-112,physical_demand,-1,2024-08-21 15:41:16.346
Participant-112,temporal_demand,-4,2024-08-21 15:41:16.351
Participant-112,performance,-5,2024-08-21 15:41:16.355
Participant-112,effort,-3,2024-08-21 15:41:16.360
Participant-112,frustration,-6,2024-08-21 15:41:16.365
Participant-188,mental_demand,6,2024-08-21 16:01:08.881
Participant-188,physical_demand,-6,2024-08-21 16:01:08.886
Participant-188,temporal_demand,-2,2024-08-21 16:01:08.890
Participant-188,performance,-2,2024-08-21 16:01:08.894
Participant-188,effort,7,2024-08-21 16:01:08.898
Participant-188,frustration,-2,2024-08-21 16:01:08.902
Participant-147,llm_expertise,2,2024-08-21 16:31:45.267
Participant-147,assistant_expertise,3,2024-08-21 16:31:45.272
Participant-165,llm_expertise,4,2024-08-21 16:31:58.327
Participant-165,assistant_expertise,3,2024-08-21 16:31:58.333
Participant-138,llm_expertise,4,2024-08-21 16:32:47.767
Participant-138,assistant_expertise,4,2024-08-21 16:32:47.772
Participant-224,llm_expertise,3,2024-08-21 16:33:23.911
Participant-224,assistant_expertise,3,2024-08-21 16:33:23.916
Participant-137,llm_expertise,3,2024-08-21 16:36:00.798
Participant-137,assistant_expertise,4,2024-08-21 16:36:00.803
Participant-34,llm_expertise,2,2024-08-21 16:49:44.038
Participant-34,assistant_expertise,1,2024-08-21 16:49:44.043
Participant-147,mental_demand,5,2024-08-21 16:50:31.123
Participant-147,physical_demand,-5,2024-08-21 16:50:31.128
Participant-147,temporal_demand,-3,2024-08-21 16:50:31.133
Participant-147,performance,-5,2024-08-21 16:50:31.138
Participant-147,effort,2,2024-08-21 16:50:31.142
Participant-147,frustration,3,2024-08-21 16:50:31.147
Participant-165,mental_demand,4,2024-08-21 16:55:28.041
Participant-165,physical_demand,-7,2024-08-21 16:55:28.046
Participant-165,temporal_demand,2,2024-08-21 16:55:28.050
Participant-165,performance,4,2024-08-21 16:55:28.054
Participant-165,effort,2,2024-08-21 16:55:28.058
Participant-165,frustration,-2,2024-08-21 16:55:28.063
Participant-88,llm_expertise,4,2024-08-21 17:00:15.184
Participant-88,assistant_expertise,4,2024-08-21 17:00:15.194
Participant-106,temporal_demand,-7,2024-08-22 02:30:35.497
Participant-224,physical_demand,-3,2024-08-21 17:09:49.288
Participant-224,performance,-7,2024-08-21 17:09:49.298
Participant-224,frustration,-7,2024-08-21 17:09:49.307
Participant-137,mental_demand,3,2024-08-21 17:10:11.744
Participant-137,temporal_demand,-5,2024-08-21 17:10:11.755
Participant-137,effort,7,2024-08-21 17:10:11.764
Participant-34,physical_demand,-6,2024-08-21 17:11:03.220
Participant-34,performance,3,2024-08-21 17:11:03.229
Participant-34,frustration,-6,2024-08-21 17:11:03.237
Participant-89,assistant_expertise,5,2024-08-21 17:14:34.141
Participant-138,physical_demand,-3,2024-08-21 17:16:01.960
Participant-138,performance,5,2024-08-21 17:16:01.969
Participant-138,frustration,-3,2024-08-21 17:16:01.978
Participant-187,assistant_expertise,5,2024-08-22 02:29:54.893
Participant-106,physical_demand,-6,2024-08-22 02:30:35.492
Participant-106,performance,2,2024-08-22 02:30:35.501
Participant-106,frustration,-2,2024-08-22 02:30:35.509
Participant-63,mental_demand,7,2024-08-22 02:41:21.264
Participant-63,temporal_demand,2,2024-08-22 02:41:21.282
Participant-63,effort,3,2024-08-22 02:41:21.322
Participant-7,physical_demand,-7,2024-08-22 02:42:23.519
Participant-7,performance,1,2024-08-22 02:42:23.528
Participant-7,frustration,-1,2024-08-22 02:42:23.537
Participant-170,physical_demand,-7,2024-08-22 02:44:18.336
Participant-170,performance,-1,2024-08-22 02:44:18.344
Participant-170,frustration,2,2024-08-22 02:44:18.352
Participant-12,mental_demand,6,2024-08-22 02:47:17.909
Participant-12,temporal_demand,-1,2024-08-22 02:47:17.917
Participant-12,effort,5,2024-08-22 02:47:17.925
Participant-208,assistant_expertise,4,2024-08-22 02:48:49.635
Participant-164,assistant_expertise,5,2024-08-22 02:50:49.578
Participant-126,physical_demand,4,2024-08-22 02:58:50.549
Participant-126,performance,-6,2024-08-22 02:58:50.557
Participant-126,frustration,-6,2024-08-22 02:58:50.565
Participant-164,physical_demand,-7,2024-08-22 03:11:05.917
Participant-164,performance,-5,2024-08-22 03:11:05.926
Participant-164,frustration,2,2024-08-22 03:11:05.934
Participant-196,mental_demand,5,2024-08-22 03:14:54.289
Participant-196,temporal_demand,-7,2024-08-22 03:14:54.299
Participant-196,effort,7,2024-08-22 03:14:54.307
Participant-187,physical_demand,-3,2024-08-22 03:24:59.495
Participant-187,performance,-7,2024-08-22 03:24:59.503
Participant-187,frustration,-7,2024-08-22 03:24:59.512
Participant-208,physical_demand,-7,2024-08-22 03:48:58.853
Participant-208,performance,-7,2024-08-22 03:48:58.861
Participant-208,frustration,-6,2024-08-22 03:48:58.870
Participant-175,llm_expertise,4,2024-08-22 06:24:32.704
Participant-32,llm_expertise,3,2024-08-22 06:24:46.834
Participant-194,llm_expertise,2,2024-08-22 06:25:17.845
Participant-73,assistant_expertise,2,2024-08-22 06:26:02.731
Participant-246,assistant_expertise,3,2024-08-22 06:34:57.209
Participant-194,physical_demand,-7,2024-08-22 06:39:27.097
Participant-194,performance,-2,2024-08-22 06:39:27.105
Participant-194,frustration,-3,2024-08-22 06:39:27.114
Participant-175,physical_demand,-1,2024-08-22 06:43:54.124
Participant-175,performance,1,2024-08-22 06:43:54.134
Participant-175,frustration,-1,2024-08-22 06:43:54.144
Participant-32,mental_demand,4,2024-08-22 07:00:44.866
Participant-32,temporal_demand,-5,2024-08-22 07:00:44.876
Participant-32,effort,5,2024-08-22 07:00:44.884
Participant-73,mental_demand,4,2024-08-22 07:15:19.686
Participant-73,temporal_demand,-7,2024-08-22 07:15:19.702
Participant-73,effort,1,2024-08-22 07:15:19.715
Participant-57,assistant_expertise,3,2024-08-22 07:29:47.938
Participant-171,llm_expertise,3,2024-08-22 07:32:07.712
Participant-192,llm_expertise,4,2024-08-22 07:33:09.061
Participant-57,mental_demand,-3,2024-08-22 07:45:38.051
Participant-57,temporal_demand,-1,2024-08-22 07:45:38.061
Participant-224,mental_demand,4,2024-08-21 17:09:49.282
Participant-224,temporal_demand,-2,2024-08-21 17:09:49.293
Participant-224,effort,-7,2024-08-21 17:09:49.302
Participant-137,physical_demand,5,2024-08-21 17:10:11.749
Participant-137,performance,-7,2024-08-21 17:10:11.760
Participant-137,frustration,-7,2024-08-21 17:10:11.769
Participant-34,mental_demand,6,2024-08-21 17:11:03.215
Participant-34,temporal_demand,-6,2024-08-21 17:11:03.224
Participant-34,effort,3,2024-08-21 17:11:03.233
Participant-89,llm_expertise,5,2024-08-21 17:14:34.137
Participant-138,mental_demand,5,2024-08-21 17:16:01.956
Participant-138,temporal_demand,-5,2024-08-21 17:16:01.965
Participant-138,effort,1,2024-08-21 17:16:01.974
Participant-95,llm_expertise,3,2024-08-21 17:18:15.456
Participant-95,assistant_expertise,2,2024-08-21 17:18:15.461
Participant-217,llm_expertise,4,2024-08-21 17:18:53.434
Participant-217,assistant_expertise,3,2024-08-21 17:18:53.443
Participant-99,llm_expertise,5,2024-08-21 17:25:13.017
Participant-99,assistant_expertise,4,2024-08-21 17:25:13.026
Participant-204,llm_expertise,4,2024-08-21 17:25:31.900
Participant-204,assistant_expertise,4,2024-08-21 17:25:31.904
Participant-88,mental_demand,6,2024-08-21 17:34:46.022
Participant-88,physical_demand,-7,2024-08-21 17:34:46.026
Participant-88,temporal_demand,1,2024-08-21 17:34:46.031
Participant-88,performance,-7,2024-08-21 17:34:46.035
Participant-88,effort,7,2024-08-21 17:34:46.039
Participant-88,frustration,-6,2024-08-21 17:34:46.043
Participant-182,llm_expertise,3,2024-08-21 17:39:30.821
Participant-182,assistant_expertise,4,2024-08-21 17:39:30.826
Participant-99,mental_demand,4,2024-08-21 17:41:09.581
Participant-99,physical_demand,-3,2024-08-21 17:41:09.587
